lon,lat
4.8951679,52.3702157
23.7275388,37.9838096
2.1734035,41.3850639
13.404954,52.5200066
6.9602786,50.937531
12.5683371,55.6760968
-3.188267,55.953252
6.1431577,46.2043907
-0.1277583,51.5073509
-3.7037902,40.4167754
5.36978,43.296482
11.5819806,48.1351253
2.3522219,48.856614
14.4378005,50.0755381
12.4963655,41.9027835
16.3738189,48.2081743
